scale_estimator,equation,block,h,lambda_h,tau_mean,tau_median,p_tau_gt1
pooled,i1y,ip,25,0.726486,1.43036,1.40410,0.9813
pooled,i1y,ip,26,0.763955,1.46990,1.44557,0.9860
pooled,i1y,ip,27,0.790518,1.48634,1.47645,0.9873
pooled,i1y,ip,28,0.815651,1.49437,1.47918,0.9907
pooled,i1y,ip,29,0.849619,1.47553,1.44994,0.9980
pooled,i1y,ip,30,0.876271,1.44715,1.41933,0.9900
pooled,i1y,ip,31,0.903515,1.39881,1.37636,0.9820
pooled,i1y,ip,32,0.934172,1.35229,1.33642,0.9727
pooled,i1y,ip,33,0.923613,1.30507,1.28371,0.9540
pooled,i1y,ip,34,0.910232,1.25760,1.24208,0.9147
pooled,i1y,ip,35,0.878864,1.20826,1.20161,0.8700
pooled,i1y,ip,36,0.848756,1.17202,1.16359,0.8340
pooled,i1y,ip,37,0.846818,1.14319,1.12936,0.7880
pooled,i1y,ip,38,0.849937,1.11773,1.10206,0.7220
pooled,i1y,ip,39,0.870001,1.08535,1.07221,0.6620
pooled,i1y,ip,40,0.898198,1.05318,1.04117,0.6040
pooled,i1y,ip,41,0.918798,1.02022,1.01171,0.5327
pooled,i1y,ip,42,0.894206,0.99406,0.98550,0.4660
pooled,i1y,ip,43,0.858671,0.99099,0.98270,0.4593
pooled,i1y,ip,44,0.841216,0.98290,0.97132,0.4227
pooled,i1y,ip,45,0.824906,0.99557,0.98862,0.4740
pooled,i1y,ip,46,0.816408,0.99544,0.98150,0.4560
pooled,i1y,ip,47,0.773039,1.00704,0.98838,0.4673
pooled,i1y,ip,48,0.70196,1.02280,0.99783,0.4967
pooled,i1y,hicp,1,0.0118028,0.23720,0.22657,0.0000
pooled,i1y,hicp,2,0.048597,0.23228,0.22587,0.0000
pooled,i1y,hicp,3,0.0876623,0.23130,0.22664,0.0000
pooled,i1y,hicp,4,0.121498,0.23250,0.22639,0.0000
pooled,i1y,hicp,5,0.158663,0.24194,0.23363,0.0000
pooled,i1y,hicp,6,0.184118,0.25458,0.24736,0.0000
pooled,i1y,hicp,7,0.212637,0.27242,0.26592,0.0000
pooled,i1y,hicp,8,0.258865,0.28713,0.28265,0.0000
pooled,i1y,hicp,9,0.28163,0.30351,0.29744,0.0000
pooled,i1y,hicp,10,0.312757,0.32043,0.31305,0.0000
pooled,i1y,hicp,11,0.330153,0.33601,0.32749,0.0000
pooled,i1y,hicp,12,0.361135,0.35074,0.34155,0.0000
pooled,i1y,hicp,13,0.373202,0.36075,0.35175,0.0000
pooled,i1y,hicp,14,0.441738,0.36259,0.35600,0.0000
pooled,i1y,hicp,15,0.48286,0.35415,0.34593,0.0000
pooled,i1y,hicp,16,0.51574,0.34271,0.33864,0.0000
pooled,i1y,hicp,17,0.547479,0.33438,0.32373,0.0000
pooled,i1y,hicp,18,0.577187,0.31806,0.31114,0.0000
pooled,i1y,hicp,19,0.621283,0.30318,0.29913,0.0000
pooled,i1y,hicp,20,0.676042,0.28864,0.28394,0.0000
pooled,i1y,hicp,21,0.698133,0.28109,0.27404,0.0000
pooled,i1y,hicp,22,0.72207,0.27128,0.26548,0.0000
pooled,i1y,hicp,23,0.735388,0.26635,0.26077,0.0000
pooled,i1y,hicp,24,0.744116,0.26003,0.25405,0.0000
pooled,i1y,hicp,25,0.726486,0.25426,0.24855,0.0000
pooled,i1y,hicp,26,0.763955,0.25150,0.24421,0.0000
pooled,i1y,hicp,27,0.790518,0.24827,0.24158,0.0000
pooled,i1y,hicp,28,0.815651,0.24531,0.23826,0.0000
pooled,i1y,hicp,29,0.849619,0.24350,0.23713,0.0000
pooled,i1y,hicp,30,0.876271,0.24451,0.23618,0.0000
pooled,i1y,hicp,31,0.903515,0.24813,0.23950,0.0000
pooled,i1y,hicp,32,0.934172,0.24855,0.24026,0.0000
pooled,i1y,hicp,33,0.923613,0.25072,0.24253,0.0000
pooled,i1y,hicp,34,0.910232,0.25002,0.24294,0.0000
pooled,i1y,hicp,35,0.878864,0.24794,0.24103,0.0000
pooled,i1y,hicp,36,0.848756,0.24723,0.23978,0.0000
pooled,i1y,hicp,37,0.846818,0.24334,0.23817,0.0000
pooled,i1y,hicp,38,0.849937,0.23930,0.23443,0.0000
pooled,i1y,hicp,39,0.870001,0.23431,0.22899,0.0000
pooled,i1y,hicp,40,0.898198,0.23016,0.22487,0.0000
pooled,i1y,hicp,41,0.918798,0.22561,0.22193,0.0000
pooled,i1y,hicp,42,0.894206,0.22275,0.21982,0.0000
pooled,i1y,hicp,43,0.858671,0.22123,0.21638,0.0000
pooled,i1y,hicp,44,0.841216,0.22169,0.21612,0.0000
pooled,i1y,hicp,45,0.824906,0.21900,0.21110,0.0000
pooled,i1y,hicp,46,0.816408,0.21605,0.20749,0.0000
pooled,i1y,hicp,47,0.773039,0.21628,0.20629,0.0000
pooled,i1y,hicp,48,0.70196,0.21697,0.20683,0.0000
pooled,i1y,stoxx,1,0.0118028,0.66463,0.62279,0.0907
pooled,i1y,stoxx,2,0.048597,0.65846,0.61954,0.0780
pooled,i1y,stoxx,3,0.0876623,0.66236,0.62438,0.0713
pooled,i1y,stoxx,4,0.121498,0.66065,0.63085,0.0480
pooled,i1y,stoxx,5,0.158663,0.66345,0.63383,0.0553
pooled,i1y,stoxx,6,0.184118,0.65646,0.63804,0.0427
pooled,i1y,stoxx,7,0.212637,0.65216,0.63797,0.0227
pooled,i1y,stoxx,8,0.258865,0.65222,0.63999,0.0213
pooled,i1y,stoxx,9,0.28163,0.65623,0.64691,0.0167
pooled,i1y,stoxx,10,0.312757,0.66288,0.64840,0.0187
pooled,i1y,stoxx,11,0.330153,0.66319,0.64558,0.0193
pooled,i1y,stoxx,12,0.361135,0.66669,0.65252,0.0247
pooled,i1y,stoxx,13,0.373202,0.65860,0.64364,0.0247
pooled,i1y,stoxx,14,0.441738,0.64802,0.62602,0.0227
pooled,i1y,stoxx,15,0.48286,0.63146,0.61694,0.0113
pooled,i1y,stoxx,16,0.51574,0.61725,0.60082,0.0060
pooled,i1y,stoxx,17,0.547479,0.60258,0.59001,0.0033
pooled,i1y,stoxx,18,0.577187,0.58357,0.57289,0.0027
pooled,i1y,stoxx,19,0.621283,0.56774,0.56176,0.0007
pooled,i1y,stoxx,20,0.676042,0.54435,0.53643,0.0000
pooled,i1y,stoxx,21,0.698133,0.53194,0.52123,0.0000
pooled,i1y,stoxx,22,0.72207,0.52328,0.50957,0.0000
pooled,i1y,stoxx,23,0.735388,0.52352,0.51258,0.0000
pooled,i1y,stoxx,24,0.744116,0.52708,0.51638,0.0000
pooled,i1y,stoxx,25,0.726486,0.53396,0.52033,0.0000
pooled,i1y,stoxx,26,0.763955,0.54687,0.53485,0.0033
pooled,i1y,stoxx,27,0.790518,0.55283,0.54268,0.0027
pooled,i1y,stoxx,28,0.815651,0.55785,0.54886,0.0020
pooled,i1y,stoxx,29,0.849619,0.55709,0.54268,0.0013
pooled,i1y,stoxx,30,0.876271,0.55048,0.53794,0.0007
pooled,i1y,stoxx,31,0.903515,0.53921,0.53018,0.0000
pooled,i1y,stoxx,32,0.934172,0.54031,0.52723,0.0007
pooled,i1y,stoxx,33,0.923613,0.54962,0.53723,0.0007
pooled,i1y,stoxx,34,0.910232,0.55647,0.54279,0.0000
pooled,i1y,stoxx,35,0.878864,0.56765,0.55835,0.0020
pooled,i1y,stoxx,36,0.848756,0.57599,0.56544,0.0000
pooled,i1y,stoxx,37,0.846818,0.58203,0.57606,0.0007
pooled,i1y,stoxx,38,0.849937,0.58244,0.57487,0.0013
pooled,i1y,stoxx,39,0.870001,0.57230,0.56368,0.0040
pooled,i1y,stoxx,40,0.898198,0.56399,0.55620,0.0000
pooled,i1y,stoxx,41,0.918798,0.55572,0.54751,0.0000
pooled,i1y,stoxx,42,0.894206,0.54864,0.54073,0.0000
pooled,i1y,stoxx,43,0.858671,0.54534,0.53886,0.0020
pooled,i1y,stoxx,44,0.841216,0.54208,0.53651,0.0000
pooled,i1y,stoxx,45,0.824906,0.54398,0.53722,0.0000
pooled,i1y,stoxx,46,0.816408,0.55115,0.53972,0.0033
pooled,i1y,stoxx,47,0.773039,0.55907,0.54740,0.0040
pooled,i1y,stoxx,48,0.70196,0.56574,0.54973,0.0120
pooled,ip,i1y,1,0.0118028,0.97993,0.93096,0.4287
pooled,ip,i1y,2,0.048597,1.04547,0.99289,0.4947
pooled,ip,i1y,3,0.0876623,1.17244,1.13418,0.6427
pooled,ip,i1y,4,0.121498,1.35714,1.31737,0.8367
pooled,ip,i1y,5,0.158663,1.56462,1.55040,0.9487
pooled,ip,i1y,6,0.184118,1.77072,1.74914,0.9893
pooled,ip,i1y,7,0.212637,1.93296,1.89969,0.9973
pooled,ip,i1y,8,0.258865,2.10556,2.04844,0.9993
pooled,ip,i1y,9,0.28163,2.26604,2.22376,1.0000
pooled,ip,i1y,10,0.312757,2.37498,2.32040,1.0000
pooled,ip,i1y,11,0.330153,2.47708,2.43593,1.0000
pooled,ip,i1y,12,0.361135,2.55892,2.49244,1.0000
pooled,ip,i1y,13,0.373202,2.56638,2.51002,1.0000
pooled,ip,i1y,14,0.441738,2.54120,2.51929,1.0000
pooled,ip,i1y,15,0.48286,2.46019,2.41813,1.0000
pooled,ip,i1y,16,0.51574,2.36853,2.31834,1.0000
pooled,ip,i1y,17,0.547479,2.26258,2.20920,1.0000
pooled,ip,i1y,18,0.577187,2.13951,2.10165,1.0000
pooled,ip,i1y,19,0.621283,2.00815,1.97018,1.0000
pooled,ip,i1y,20,0.676042,1.88425,1.83650,0.9987
pooled,ip,i1y,21,0.698133,1.75949,1.71379,0.9960
pooled,ip,i1y,22,0.72207,1.64723,1.61213,0.9867
pooled,ip,i1y,23,0.735388,1.53596,1.50577,0.9820
pooled,ip,i1y,24,0.744116,1.44654,1.40858,0.9513
pooled,ip,i1y,25,0.726486,1.38504,1.34700,0.9333
pooled,ip,i1y,26,0.763955,1.32101,1.28816,0.8847
pooled,ip,i1y,27,0.790518,1.26734,1.25261,0.8487
pooled,ip,i1y,28,0.815651,1.23456,1.20819,0.8133
pooled,ip,i1y,29,0.849619,1.23721,1.22363,0.8247
pooled,ip,i1y,30,0.876271,1.23648,1.21223,0.8387
pooled,ip,i1y,31,0.903515,1.24897,1.23100,0.8407
pooled,ip,i1y,32,0.934172,1.25509,1.23418,0.8360
pooled,ip,i1y,33,0.923613,1.24842,1.21658,0.8307
pooled,ip,i1y,34,0.910232,1.20507,1.17564,0.7620
pooled,ip,i1y,35,0.878864,1.11318,1.08992,0.6607
pooled,ip,i1y,36,0.848756,1.03207,1.00544,0.5107
pooled,ip,i1y,37,0.846818,0.91776,0.89092,0.2953
pooled,ip,i1y,38,0.849937,0.82359,0.80575,0.1580
pooled,ip,i1y,39,0.870001,0.72547,0.71033,0.0627
pooled,ip,i1y,40,0.898198,0.63752,0.62499,0.0173
pooled,ip,i1y,41,0.918798,0.57470,0.55943,0.0053
pooled,ip,i1y,42,0.894206,0.52762,0.50979,0.0040
pooled,ip,i1y,43,0.858671,0.49180,0.47261,0.0020
pooled,ip,i1y,44,0.841216,0.47299,0.45440,0.0020
pooled,ip,i1y,45,0.824906,0.45801,0.44185,0.0013
pooled,ip,i1y,46,0.816408,0.44857,0.43648,0.0007
pooled,ip,i1y,47,0.773039,0.44502,0.42212,0.0047
pooled,ip,i1y,48,0.70196,0.44855,0.42442,0.0067
pooled,ip,ip,1,0.0118028,0.70027,0.66917,0.1087
pooled,ip,ip,2,0.048597,0.69632,0.67314,0.0947
pooled,ip,ip,3,0.0876623,0.72486,0.70098,0.1147
pooled,ip,ip,4,0.121498,0.78484,0.77316,0.1560
pooled,ip,ip,5,0.158663,0.87938,0.84999,0.2827
pooled,ip,ip,6,0.184118,0.99215,0.97250,0.4527
pooled,ip,ip,7,0.212637,1.12455,1.10953,0.6720
pooled,ip,ip,8,0.258865,1.28267,1.26520,0.8653
pooled,ip,ip,9,0.28163,1.46048,1.44288,0.9653
pooled,ip,ip,10,0.312757,1.62901,1.60106,0.9973
pooled,ip,ip,11,0.330153,1.75574,1.72502,0.9967
pooled,ip,ip,12,0.361135,1.84943,1.81847,1.0000
pooled,ip,ip,13,0.373202,1.90433,1.87084,0.9993
pooled,ip,ip,14,0.441738,1.93544,1.90906,1.0000
pooled,ip,ip,15,0.48286,1.94066,1.90292,1.0000
pooled,ip,ip,16,0.51574,1.93760,1.90443,1.0000
pooled,ip,ip,17,0.547479,1.92231,1.89198,1.0000
pooled,ip,ip,18,0.577187,1.89412,1.86909,1.0000
pooled,ip,ip,19,0.621283,1.85186,1.82372,1.0000
pooled,ip,ip,20,0.676042,1.80589,1.76588,0.9993
pooled,ip,ip,21,0.698133,1.77389,1.75171,0.9993
pooled,ip,ip,22,0.72207,1.74440,1.72380,0.9993
pooled,ip,ip,23,0.735388,1.70600,1.68546,0.9987
pooled,ip,ip,24,0.744116,1.64018,1.61408,0.9947
pooled,ip,ip,25,0.726486,1.53911,1.51055,0.9867
pooled,ip,ip,26,0.763955,1.41977,1.39353,0.9633
pooled,ip,ip,27,0.790518,1.29915,1.27989,0.9073
pooled,ip,ip,28,0.815651,1.18939,1.17446,0.7940
pooled,ip,ip,29,0.849619,1.09091,1.08574,0.6580
pooled,ip,ip,30,0.876271,1.00290,0.98363,0.4640
pooled,ip,ip,31,0.903515,0.93530,0.91802,0.3173
pooled,ip,ip,32,0.934172,0.88317,0.86750,0.2067
pooled,ip,ip,33,0.923613,0.84591,0.83302,0.1373
pooled,ip,ip,34,0.910232,0.82545,0.81311,0.1053
pooled,ip,ip,35,0.878864,0.79591,0.79090,0.0740
pooled,ip,ip,36,0.848756,0.77204,0.76203,0.0500
pooled,ip,ip,37,0.846818,0.73436,0.72391,0.0293
pooled,ip,ip,38,0.849937,0.70755,0.69121,0.0320
pooled,ip,ip,39,0.870001,0.67378,0.66332,0.0193
pooled,ip,ip,40,0.898198,0.64172,0.63194,0.0060
pooled,ip,ip,41,0.918798,0.61558,0.60607,0.0027
pooled,ip,ip,42,0.894206,0.59498,0.58238,0.0013
pooled,ip,ip,43,0.858671,0.58842,0.57663,0.0053
pooled,ip,ip,44,0.841216,0.58618,0.57279,0.0100
pooled,ip,ip,45,0.824906,0.58233,0.56892,0.0080
pooled,ip,ip,46,0.816408,0.58441,0.56534,0.0120
pooled,ip,ip,47,0.773039,0.58995,0.57545,0.0153
pooled,ip,ip,48,0.70196,0.59676,0.57994,0.0313
pooled,ip,hicp,1,0.0118028,0.66373,0.63656,0.0640
pooled,ip,hicp,2,0.048597,0.63045,0.60974,0.0260
pooled,ip,hicp,3,0.0876623,0.60648,0.59351,0.0113
pooled,ip,hicp,4,0.121498,0.59878,0.58995,0.0040
pooled,ip,hicp,5,0.158663,0.60530,0.58826,0.0053
pooled,ip,hicp,6,0.184118,0.62078,0.60719,0.0120
pooled,ip,hicp,7,0.212637,0.63376,0.61873,0.0133
pooled,ip,hicp,8,0.258865,0.63229,0.62257,0.0053
pooled,ip,hicp,9,0.28163,0.63785,0.62351,0.0073
pooled,ip,hicp,10,0.312757,0.64574,0.63267,0.0107
pooled,ip,hicp,11,0.330153,0.64563,0.63317,0.0067
pooled,ip,hicp,12,0.361135,0.65297,0.63736,0.0187
pooled,ip,hicp,13,0.373202,0.65713,0.63461,0.0200
pooled,ip,hicp,14,0.441738,0.61575,0.59821,0.0087
pooled,ip,hicp,15,0.48286,0.57505,0.56008,0.0040
pooled,ip,hicp,16,0.51574,0.51415,0.50139,0.0013
pooled,ip,hicp,17,0.547479,0.45370,0.44278,0.0007
pooled,ip,hicp,18,0.577187,0.38777,0.38276,0.0000
pooled,ip,hicp,19,0.621283,0.33487,0.32678,0.0000
pooled,ip,hicp,20,0.676042,0.28835,0.28573,0.0000
pooled,ip,hicp,21,0.698133,0.24784,0.24364,0.0000
pooled,ip,hicp,22,0.72207,0.21692,0.21401,0.0000
pooled,ip,hicp,23,0.735388,0.19350,0.19070,0.0000
pooled,ip,hicp,24,0.744116,0.17430,0.17349,0.0000
pooled,ip,hicp,25,0.726486,0.15664,0.15492,0.0000
pooled,ip,hicp,26,0.763955,0.14356,0.14144,0.0000
pooled,ip,hicp,27,0.790518,0.13474,0.13085,0.0000
pooled,ip,hicp,28,0.815651,0.12774,0.12473,0.0000
pooled,ip,hicp,29,0.849619,0.12487,0.12273,0.0000
pooled,ip,hicp,30,0.876271,0.12585,0.12524,0.0000
pooled,ip,hicp,31,0.903515,0.12695,0.12442,0.0000
pooled,ip,hicp,32,0.934172,0.13120,0.13035,0.0000
pooled,ip,hicp,33,0.923613,0.13700,0.13546,0.0000
pooled,ip,hicp,34,0.910232,0.14238,0.13956,0.0000
pooled,ip,hicp,35,0.878864,0.15076,0.14551,0.0000
pooled,ip,hicp,36,0.848756,0.15907,0.15563,0.0000
pooled,ip,hicp,37,0.846818,0.16998,0.16629,0.0000
pooled,ip,hicp,38,0.849937,0.18353,0.18062,0.0000
pooled,ip,hicp,39,0.870001,0.19893,0.19662,0.0000
pooled,ip,hicp,40,0.898198,0.21380,0.21192,0.0000
pooled,ip,hicp,41,0.918798,0.23226,0.22853,0.0000
pooled,ip,hicp,42,0.894206,0.25038,0.24309,0.0000
pooled,ip,hicp,43,0.858671,0.26397,0.25752,0.0000
pooled,ip,hicp,44,0.841216,0.27787,0.27148,0.0000
pooled,ip,hicp,45,0.824906,0.28798,0.28029,0.0000
pooled,ip,hicp,46,0.816408,0.30315,0.29381,0.0000
pooled,ip,hicp,47,0.773039,0.30770,0.29718,0.0000
pooled,ip,hicp,48,0.70196,0.31692,0.30459,0.0000
pooled,ip,stoxx,1,0.0118028,0.39892,0.37221,0.0087
pooled,ip,stoxx,2,0.048597,0.38428,0.38064,0.0013
pooled,ip,stoxx,3,0.0876623,0.38702,0.39060,0.0007
pooled,ip,stoxx,4,0.121498,0.39944,0.41329,0.0000
pooled,ip,stoxx,5,0.158663,0.41569,0.42992,0.0007
pooled,ip,stoxx,6,0.184118,0.43763,0.44993,0.0007
pooled,ip,stoxx,7,0.212637,0.45343,0.46405,0.0007
pooled,ip,stoxx,8,0.258865,0.46554,0.47319,0.0020
pooled,ip,stoxx,9,0.28163,0.47850,0.47768,0.0047
pooled,ip,stoxx,10,0.312757,0.47548,0.47302,0.0020
pooled,ip,stoxx,11,0.330153,0.45748,0.44520,0.0060
pooled,ip,stoxx,12,0.361135,0.44387,0.42266,0.0060
pooled,ip,stoxx,13,0.373202,0.42238,0.40792,0.0073
pooled,ip,stoxx,14,0.441738,0.39009,0.37310,0.0040
pooled,ip,stoxx,15,0.48286,0.36836,0.35508,0.0000
pooled,ip,stoxx,16,0.51574,0.35611,0.34494,0.0000
pooled,ip,stoxx,17,0.547479,0.34779,0.34259,0.0000
pooled,ip,stoxx,18,0.577187,0.35063,0.34299,0.0000
pooled,ip,stoxx,19,0.621283,0.35210,0.33893,0.0000
pooled,ip,stoxx,20,0.676042,0.35478,0.34000,0.0000
pooled,ip,stoxx,21,0.698133,0.36312,0.34606,0.0000
pooled,ip,stoxx,22,0.72207,0.37028,0.35785,0.0020
pooled,ip,stoxx,23,0.735388,0.36240,0.35155,0.0007
pooled,ip,stoxx,24,0.744116,0.34116,0.33089,0.0000
pooled,ip,stoxx,25,0.726486,0.31928,0.31119,0.0000
pooled,ip,stoxx,26,0.763955,0.28885,0.28384,0.0000
pooled,ip,stoxx,27,0.790518,0.26385,0.26071,0.0000
pooled,ip,stoxx,28,0.815651,0.24187,0.23778,0.0000
pooled,ip,stoxx,29,0.849619,0.21786,0.21553,0.0000
pooled,ip,stoxx,30,0.876271,0.20147,0.19689,0.0000
pooled,ip,stoxx,31,0.903515,0.19122,0.18433,0.0000
pooled,ip,stoxx,32,0.934172,0.18407,0.17699,0.0000
pooled,ip,stoxx,33,0.923613,0.18098,0.17385,0.0000
pooled,ip,stoxx,34,0.910232,0.17760,0.16935,0.0000
pooled,ip,stoxx,35,0.878864,0.17867,0.16758,0.0000
pooled,ip,stoxx,36,0.848756,0.17848,0.16907,0.0000
pooled,ip,stoxx,37,0.846818,0.18114,0.17354,0.0000
pooled,ip,stoxx,38,0.849937,0.18462,0.17715,0.0000
pooled,ip,stoxx,39,0.870001,0.19031,0.18604,0.0000
pooled,ip,stoxx,40,0.898198,0.19475,0.18598,0.0000
pooled,ip,stoxx,41,0.918798,0.19927,0.18795,0.0000
pooled,ip,stoxx,42,0.894206,0.20329,0.19192,0.0000
pooled,ip,stoxx,43,0.858671,0.19800,0.18771,0.0000
pooled,ip,stoxx,44,0.841216,0.18760,0.17839,0.0000
pooled,ip,stoxx,45,0.824906,0.18306,0.17588,0.0000
pooled,ip,stoxx,46,0.816408,0.17711,0.16939,0.0000
pooled,ip,stoxx,47,0.773039,0.17126,0.16105,0.0000
pooled,ip,stoxx,48,0.70196,0.17318,0.15889,0.0000
pooled,hicp,i1y,1,0.0118028,0.50101,0.47304,0.0147
pooled,hicp,i1y,2,0.048597,0.49516,0.47801,0.0053
pooled,hicp,i1y,3,0.0876623,0.50755,0.49028,0.0027
pooled,hicp,i1y,4,0.121498,0.53281,0.51516,0.0033
pooled,hicp,i1y,5,0.158663,0.57974,0.55947,0.0120
pooled,hicp,i1y,6,0.184118,0.63310,0.61227,0.0240
pooled,hicp,i1y,7,0.212637,0.69939,0.67675,0.0473
pooled,hicp,i1y,8,0.258865,0.78066,0.76237,0.1233
pooled,hicp,i1y,9,0.28163,0.90037,0.87466,0.2800
pooled,hicp,i1y,10,0.312757,1.05223,1.01883,0.5340
pooled,hicp,i1y,11,0.330153,1.22231,1.19213,0.8140
pooled,hicp,i1y,12,0.361135,1.43351,1.39058,0.9647
pooled,hicp,i1y,13,0.373202,1.65857,1.61292,0.9960
pooled,hicp,i1y,14,0.441738,1.82426,1.78249,0.9987
pooled,hicp,i1y,15,0.48286,1.96365,1.92281,1.0000
pooled,hicp,i1y,16,0.51574,2.09006,2.05099,1.0000
pooled,hicp,i1y,17,0.547479,2.21520,2.16247,1.0000
pooled,hicp,i1y,18,0.577187,2.33528,2.29410,1.0000
pooled,hicp,i1y,19,0.621283,2.46278,2.43894,1.0000
pooled,hicp,i1y,20,0.676042,2.56795,2.54022,1.0000
pooled,hicp,i1y,21,0.698133,2.66204,2.62625,1.0000
pooled,hicp,i1y,22,0.72207,2.71569,2.66062,1.0000
pooled,hicp,i1y,23,0.735388,2.68369,2.64744,1.0000
pooled,hicp,i1y,24,0.744116,2.62615,2.57734,1.0000
pooled,hicp,i1y,25,0.726486,2.59834,2.53838,1.0000
pooled,hicp,i1y,26,0.763955,2.52213,2.47439,1.0000
pooled,hicp,i1y,27,0.790518,2.45256,2.42899,1.0000
pooled,hicp,i1y,28,0.815651,2.42169,2.37133,1.0000
pooled,hicp,i1y,29,0.849619,2.39710,2.36183,1.0000
pooled,hicp,i1y,30,0.876271,2.36625,2.32088,1.0000
pooled,hicp,i1y,31,0.903515,2.23637,2.20167,1.0000
pooled,hicp,i1y,32,0.934172,2.08510,2.06387,1.0000
pooled,hicp,i1y,33,0.923613,1.88024,1.84173,0.9993
pooled,hicp,i1y,34,0.910232,1.70597,1.66371,0.9967
pooled,hicp,i1y,35,0.878864,1.58676,1.56312,0.9807
pooled,hicp,i1y,36,0.848756,1.54351,1.52486,0.9733
pooled,hicp,i1y,37,0.846818,1.55797,1.53234,0.9827
pooled,hicp,i1y,38,0.849937,1.61564,1.57824,0.9940
pooled,hicp,i1y,39,0.870001,1.66438,1.62755,0.9967
pooled,hicp,i1y,40,0.898198,1.68389,1.64544,0.9947
pooled,hicp,i1y,41,0.918798,1.69460,1.66300,0.9967
pooled,hicp,i1y,42,0.894206,1.71108,1.67924,0.9967
pooled,hicp,i1y,43,0.858671,1.72895,1.69684,0.9960
pooled,hicp,i1y,44,0.841216,1.73925,1.71145,0.9953
pooled,hicp,i1y,45,0.824906,1.80337,1.78858,0.9960
pooled,hicp,i1y,46,0.816408,1.91469,1.90744,0.9953
pooled,hicp,i1y,47,0.773039,2.03124,2.02071,0.9980
pooled,hicp,i1y,48,0.70196,2.13653,2.08368,0.9927
pooled,hicp,ip,1,0.0118028,0.47024,0.41907,0.0313
pooled,hicp,ip,2,0.048597,0.45404,0.41036,0.0187
pooled,hicp,ip,3,0.0876623,0.45021,0.41092,0.0147
pooled,hicp,ip,4,0.121498,0.46307,0.43446,0.0160
pooled,hicp,ip,5,0.158663,0.48804,0.46212,0.0073
pooled,hicp,ip,6,0.184118,0.52369,0.50415,0.0113
pooled,hicp,ip,7,0.212637,0.56310,0.55290,0.0140
pooled,hicp,ip,8,0.258865,0.62458,0.61652,0.0127
pooled,hicp,ip,9,0.28163,0.70346,0.69365,0.0367
pooled,hicp,ip,10,0.312757,0.78856,0.77195,0.0960
pooled,hicp,ip,11,0.330153,0.88398,0.86461,0.2340
pooled,hicp,ip,12,0.361135,0.97068,0.94593,0.3953
pooled,hicp,ip,13,0.373202,1.02788,1.00091,0.5033
pooled,hicp,ip,14,0.441738,1.08474,1.05388,0.6000
pooled,hicp,ip,15,0.48286,1.14685,1.10939,0.7220
pooled,hicp,ip,16,0.51574,1.22887,1.20345,0.8193
pooled,hicp,ip,17,0.547479,1.30648,1.27878,0.9047
pooled,hicp,ip,18,0.577187,1.41898,1.40498,0.9727
pooled,hicp,ip,19,0.621283,1.54043,1.52796,0.9920
pooled,hicp,ip,20,0.676042,1.70365,1.67277,0.9993
pooled,hicp,ip,21,0.698133,1.89748,1.87503,1.0000
pooled,hicp,ip,22,0.72207,2.07499,2.04744,1.0000
pooled,hicp,ip,23,0.735388,2.25255,2.21881,1.0000
pooled,hicp,ip,24,0.744116,2.35945,2.32534,1.0000
pooled,hicp,ip,25,0.726486,2.38865,2.35514,1.0000
pooled,hicp,ip,26,0.763955,2.42435,2.39509,1.0000
pooled,hicp,ip,27,0.790518,2.47841,2.44666,1.0000
pooled,hicp,ip,28,0.815651,2.53410,2.51318,1.0000
pooled,hicp,ip,29,0.849619,2.60040,2.58470,1.0000
pooled,hicp,ip,30,0.876271,2.66657,2.64179,1.0000
pooled,hicp,ip,31,0.903515,2.72033,2.71393,1.0000
pooled,hicp,ip,32,0.934172,2.77746,2.74828,1.0000
pooled,hicp,ip,33,0.923613,2.84473,2.81932,1.0000
pooled,hicp,ip,34,0.910232,2.92421,2.89248,1.0000
pooled,hicp,ip,35,0.878864,2.94533,2.89509,1.0000
pooled,hicp,ip,36,0.848756,2.87308,2.85226,1.0000
pooled,hicp,ip,37,0.846818,2.68827,2.65634,1.0000
pooled,hicp,ip,38,0.849937,2.49688,2.45452,1.0000
pooled,hicp,ip,39,0.870001,2.36949,2.34852,1.0000
pooled,hicp,ip,40,0.898198,2.27579,2.24936,1.0000
pooled,hicp,ip,41,0.918798,2.20884,2.18200,1.0000
pooled,hicp,ip,42,0.894206,2.17725,2.15503,1.0000
pooled,hicp,ip,43,0.858671,2.19032,2.17433,1.0000
pooled,hicp,ip,44,0.841216,2.24020,2.21516,1.0000
pooled,hicp,ip,45,0.824906,2.29962,2.25619,1.0000
pooled,hicp,ip,46,0.816408,2.35008,2.30898,1.0000
pooled,hicp,ip,47,0.773039,2.41583,2.38253,1.0000
pooled,hicp,ip,48,0.70196,2.49699,2.44517,1.0000
pooled,hicp,hicp,1,0.0118028,7.64726,7.48768,1.0000
pooled,hicp,hicp,2,0.048597,6.97021,6.89358,1.0000
pooled,hicp,hicp,3,0.0876623,5.61318,5.55856,1.0000
pooled,hicp,hicp,4,0.121498,4.50233,4.45481,1.0000
pooled,hicp,hicp,5,0.158663,3.57754,3.56456,1.0000
pooled,hicp,hicp,6,0.184118,2.98084,2.95748,1.0000
pooled,hicp,hicp,7,0.212637,2.68386,2.65456,1.0000
pooled,hicp,hicp,8,0.258865,2.38267,2.35986,1.0000
