scale_estimator,equation,block,h,lambda_h,tau_mean,tau_median,p_tau_gt1
block,stoxx,ip,15,0.48286,1.60763,1.53240,0.8600
block,stoxx,ip,16,0.51574,1.80585,1.71600,0.9407
block,stoxx,ip,17,0.547479,1.87777,1.79059,0.9340
block,stoxx,ip,18,0.577187,1.98158,1.88410,0.9647
block,stoxx,ip,19,0.621283,2.00029,1.92899,0.9793
block,stoxx,ip,20,0.676042,1.84586,1.78083,0.9747
block,stoxx,ip,21,0.698133,1.74580,1.67192,0.9567
block,stoxx,ip,22,0.72207,1.63320,1.56368,0.9513
block,stoxx,ip,23,0.735388,1.62909,1.56360,0.9400
block,stoxx,ip,24,0.744116,1.53594,1.48697,0.9207
block,stoxx,ip,25,0.726486,1.56326,1.50380,0.9267
block,stoxx,ip,26,0.763955,1.52957,1.44561,0.9013
block,stoxx,ip,27,0.790518,1.48677,1.40892,0.8673
block,stoxx,ip,28,0.815651,1.35693,1.29984,0.8000
block,stoxx,ip,29,0.849619,1.27669,1.19989,0.7307
block,stoxx,ip,30,0.876271,1.24781,1.19612,0.7133
block,stoxx,ip,31,0.903515,1.20247,1.13892,0.6653
block,stoxx,ip,32,0.934172,1.19087,1.12337,0.6487
block,stoxx,ip,33,0.923613,1.18709,1.11959,0.6567
block,stoxx,ip,34,0.910232,1.16155,1.09571,0.6200
block,stoxx,ip,35,0.878864,1.19526,1.14913,0.6627
block,stoxx,ip,36,0.848756,1.20599,1.15630,0.6600
block,stoxx,ip,37,0.846818,1.20823,1.13843,0.6467
block,stoxx,ip,38,0.849937,1.15215,1.07114,0.5860
block,stoxx,ip,39,0.870001,1.07008,1.00906,0.5073
block,stoxx,ip,40,0.898198,0.96119,0.89169,0.4013
block,stoxx,ip,41,0.918798,0.74958,0.68895,0.2153
block,stoxx,ip,42,0.894206,0.62746,0.55684,0.1393
block,stoxx,ip,43,0.858671,0.49543,0.43505,0.0700
block,stoxx,ip,44,0.841216,0.46098,0.39727,0.0707
block,stoxx,ip,45,0.824906,0.38964,0.33033,0.0380
block,stoxx,ip,46,0.816408,0.40093,0.31273,0.0640
block,stoxx,ip,47,0.773039,0.40023,0.34219,0.0393
block,stoxx,ip,48,0.70196,0.41357,0.34152,0.0660
block,stoxx,hicp,1,0.0117737,0.50884,0.36417,0.1487
block,stoxx,hicp,2,0.048597,0.28502,0.22316,0.0207
block,stoxx,hicp,3,0.0876623,0.24080,0.18214,0.0060
block,stoxx,hicp,4,0.121498,0.25349,0.17637,0.0193
block,stoxx,hicp,5,0.158663,0.24690,0.18912,0.0100
block,stoxx,hicp,6,0.184118,0.27437,0.20348,0.0113
block,stoxx,hicp,7,0.212637,0.42039,0.33572,0.0600
block,stoxx,hicp,8,0.258865,0.31095,0.21571,0.0347
block,stoxx,hicp,9,0.28163,0.34502,0.27169,0.0313
block,stoxx,hicp,10,0.312757,0.36233,0.30545,0.0320
block,stoxx,hicp,11,0.330153,0.31952,0.27569,0.0127
block,stoxx,hicp,12,0.361135,0.26635,0.21037,0.0120
block,stoxx,hicp,13,0.373202,0.28249,0.23113,0.0100
block,stoxx,hicp,14,0.441738,0.31011,0.26462,0.0153
block,stoxx,hicp,15,0.48286,0.24568,0.20075,0.0060
block,stoxx,hicp,16,0.51574,0.23616,0.19975,0.0020
block,stoxx,hicp,17,0.547479,0.28599,0.25196,0.0060
block,stoxx,hicp,18,0.577187,0.28647,0.26447,0.0027
block,stoxx,hicp,19,0.621283,0.40571,0.37392,0.0140
block,stoxx,hicp,20,0.676042,0.42358,0.39417,0.0193
block,stoxx,hicp,21,0.698133,0.48117,0.44724,0.0167
block,stoxx,hicp,22,0.72207,0.48401,0.45413,0.0200
block,stoxx,hicp,23,0.735388,0.46724,0.43770,0.0167
block,stoxx,hicp,24,0.744116,0.46377,0.43008,0.0180
block,stoxx,hicp,25,0.726486,0.44794,0.39796,0.0253
block,stoxx,hicp,26,0.763955,0.40614,0.37121,0.0087
block,stoxx,hicp,27,0.790518,0.39777,0.35068,0.0140
block,stoxx,hicp,28,0.815651,0.37443,0.33600,0.0080
block,stoxx,hicp,29,0.849619,0.37140,0.33785,0.0093
block,stoxx,hicp,30,0.876271,0.32153,0.28978,0.0053
block,stoxx,hicp,31,0.903515,0.29595,0.26479,0.0047
block,stoxx,hicp,32,0.934172,0.21791,0.18550,0.0013
block,stoxx,hicp,33,0.923613,0.18410,0.14816,0.0013
block,stoxx,hicp,34,0.910232,0.20812,0.16688,0.0033
block,stoxx,hicp,35,0.878864,0.19303,0.15533,0.0013
block,stoxx,hicp,36,0.848756,0.20691,0.15671,0.0007
block,stoxx,hicp,37,0.846818,0.14965,0.11414,0.0000
block,stoxx,hicp,38,0.849937,0.18767,0.13529,0.0000
block,stoxx,hicp,39,0.870001,0.14557,0.09280,0.0007
block,stoxx,hicp,40,0.898198,0.16945,0.14018,0.0000
block,stoxx,hicp,41,0.918798,0.14015,0.09579,0.0000
block,stoxx,hicp,42,0.894206,0.15609,0.11134,0.0007
block,stoxx,hicp,43,0.858671,0.13325,0.10365,0.0000
block,stoxx,hicp,44,0.841216,0.15502,0.10719,0.0000
block,stoxx,hicp,45,0.824906,0.16257,0.12319,0.0013
block,stoxx,hicp,46,0.816408,0.17029,0.13837,0.0007
block,stoxx,hicp,47,0.773039,0.17090,0.14003,0.0007
block,stoxx,hicp,48,0.70196,0.22299,0.18493,0.0000
block,stoxx,stoxx,1,0.0117737,0.62955,0.47360,0.1647
block,stoxx,stoxx,2,0.048597,0.41894,0.29462,0.0780
block,stoxx,stoxx,3,0.0876623,0.19317,0.12007,0.0153
block,stoxx,stoxx,4,0.121498,0.32509,0.24872,0.0267
block,stoxx,stoxx,5,0.158663,0.32264,0.23936,0.0340
block,stoxx,stoxx,6,0.184118,0.31683,0.23632,0.0353
block,stoxx,stoxx,7,0.212637,0.36693,0.29883,0.0440
block,stoxx,stoxx,8,0.258865,0.31751,0.26471,0.0193
block,stoxx,stoxx,9,0.28163,0.33903,0.25816,0.0253
block,stoxx,stoxx,10,0.312757,0.35687,0.29820,0.0220
block,stoxx,stoxx,11,0.330153,0.24583,0.17647,0.0167
block,stoxx,stoxx,12,0.361135,0.42058,0.35595,0.0547
block,stoxx,stoxx,13,0.373202,0.41219,0.34257,0.0480
block,stoxx,stoxx,14,0.441738,0.34232,0.25829,0.0380
block,stoxx,stoxx,15,0.48286,0.36851,0.29364,0.0380
block,stoxx,stoxx,16,0.51574,0.23758,0.15259,0.0140
block,stoxx,stoxx,17,0.547479,0.33698,0.27568,0.0353
block,stoxx,stoxx,18,0.577187,0.31707,0.24079,0.0300
block,stoxx,stoxx,19,0.621283,0.29237,0.22727,0.0247
block,stoxx,stoxx,20,0.676042,0.32356,0.28319,0.0067
block,stoxx,stoxx,21,0.698133,0.27887,0.21419,0.0187
block,stoxx,stoxx,22,0.72207,0.33910,0.27337,0.0240
block,stoxx,stoxx,23,0.735388,0.35831,0.27635,0.0320
block,stoxx,stoxx,24,0.744116,0.27273,0.18695,0.0220
block,stoxx,stoxx,25,0.726486,0.56373,0.50667,0.1053
block,stoxx,stoxx,26,0.763955,0.64338,0.59609,0.1233
block,stoxx,stoxx,27,0.790518,0.67002,0.63330,0.1420
block,stoxx,stoxx,28,0.815651,0.70982,0.65645,0.1533
block,stoxx,stoxx,29,0.849619,0.68888,0.63223,0.1120
block,stoxx,stoxx,30,0.876271,0.75390,0.71072,0.1780
block,stoxx,stoxx,31,0.903515,0.75045,0.68589,0.1720
block,stoxx,stoxx,32,0.934172,0.75838,0.69462,0.1720
block,stoxx,stoxx,33,0.923613,0.76883,0.71545,0.1833
block,stoxx,stoxx,34,0.910232,0.69337,0.64625,0.1153
block,stoxx,stoxx,35,0.878864,0.73240,0.68819,0.1513
block,stoxx,stoxx,36,0.848756,0.78556,0.73218,0.1947
block,stoxx,stoxx,37,0.846818,0.79679,0.74067,0.2040
block,stoxx,stoxx,38,0.849937,0.79537,0.74572,0.1940
block,stoxx,stoxx,39,0.870001,0.76332,0.70523,0.1760
block,stoxx,stoxx,40,0.898198,0.77204,0.72279,0.1773
block,stoxx,stoxx,41,0.918798,0.72872,0.68961,0.1460
block,stoxx,stoxx,42,0.894206,0.72470,0.67290,0.1600
block,stoxx,stoxx,43,0.858671,0.70295,0.66151,0.1367
block,stoxx,stoxx,44,0.841216,0.71882,0.66118,0.1587
block,stoxx,stoxx,45,0.824906,0.71527,0.67680,0.1460
block,stoxx,stoxx,46,0.816408,0.70832,0.65793,0.1520
block,stoxx,stoxx,47,0.773039,0.70881,0.66753,0.1613
block,stoxx,stoxx,48,0.70196,0.76327,0.70759,0.2127
pooled,i1y,i1y,1,0.0117737,0.58315,0.54513,0.0673
pooled,i1y,i1y,2,0.048597,0.58351,0.54459,0.0633
pooled,i1y,i1y,3,0.0876623,0.61453,0.58607,0.0733
pooled,i1y,i1y,4,0.121498,0.67140,0.64815,0.1120
pooled,i1y,i1y,5,0.158663,0.74194,0.72831,0.1540
pooled,i1y,i1y,6,0.184118,0.82120,0.82661,0.2640
pooled,i1y,i1y,7,0.212637,0.89803,0.90314,0.3667
pooled,i1y,i1y,8,0.258865,0.97949,0.98041,0.4760
pooled,i1y,i1y,9,0.28163,1.06010,1.05886,0.5767
pooled,i1y,i1y,10,0.312757,1.13131,1.12073,0.6553
pooled,i1y,i1y,11,0.330153,1.18152,1.15151,0.7087
pooled,i1y,i1y,12,0.361135,1.17724,1.16081,0.7093
pooled,i1y,i1y,13,0.373202,1.15710,1.14379,0.6753
pooled,i1y,i1y,14,0.441738,1.13655,1.11495,0.6680
pooled,i1y,i1y,15,0.48286,1.13363,1.10360,0.6720
pooled,i1y,i1y,16,0.51574,1.11732,1.10146,0.6433
pooled,i1y,i1y,17,0.547479,1.08567,1.06819,0.6167
pooled,i1y,i1y,18,0.577187,1.05773,1.04118,0.5660
pooled,i1y,i1y,19,0.621283,1.04370,1.01933,0.5467
pooled,i1y,i1y,20,0.676042,1.02299,1.00624,0.5113
pooled,i1y,i1y,21,0.698133,1.01893,1.00563,0.5107
pooled,i1y,i1y,22,0.72207,1.03507,1.01319,0.5320
pooled,i1y,i1y,23,0.735388,1.05144,1.04053,0.5707
pooled,i1y,i1y,24,0.744116,1.06070,1.04450,0.5793
pooled,i1y,i1y,25,0.726486,1.06066,1.02994,0.5567
pooled,i1y,i1y,26,0.763955,1.03977,1.01007,0.5193
pooled,i1y,i1y,27,0.790518,1.00239,0.98814,0.4693
pooled,i1y,i1y,28,0.815651,0.95972,0.94180,0.3820
pooled,i1y,i1y,29,0.849619,0.91116,0.89880,0.2913
pooled,i1y,i1y,30,0.876271,0.87182,0.85732,0.2180
pooled,i1y,i1y,31,0.903515,0.84273,0.82587,0.1827
pooled,i1y,i1y,32,0.934172,0.81481,0.79748,0.1453
pooled,i1y,i1y,33,0.923613,0.80815,0.79848,0.1193
pooled,i1y,i1y,34,0.910232,0.81839,0.80823,0.1273
pooled,i1y,i1y,35,0.878864,0.83070,0.81948,0.1613
pooled,i1y,i1y,36,0.848756,0.84213,0.82805,0.1747
pooled,i1y,i1y,37,0.846818,0.85978,0.84461,0.2007
pooled,i1y,i1y,38,0.849937,0.87103,0.85521,0.2073
pooled,i1y,i1y,39,0.870001,0.87387,0.85840,0.2060
pooled,i1y,i1y,40,0.898198,0.88617,0.86892,0.2367
pooled,i1y,i1y,41,0.918798,0.89797,0.88148,0.2660
pooled,i1y,i1y,42,0.894206,0.91166,0.89369,0.3107
pooled,i1y,i1y,43,0.858671,0.93284,0.91444,0.3460
pooled,i1y,i1y,44,0.841216,0.97269,0.94223,0.4080
pooled,i1y,i1y,45,0.824906,1.00198,0.96399,0.4447
pooled,i1y,i1y,46,0.816408,1.05457,1.01491,0.5193
pooled,i1y,i1y,47,0.773039,1.09280,1.04169,0.5520
pooled,i1y,i1y,48,0.70196,1.12710,1.06069,0.5727
pooled,i1y,ip,1,0.0117737,0.46481,0.44729,0.0047
pooled,i1y,ip,2,0.048597,0.46103,0.44911,0.0047
pooled,i1y,ip,3,0.0876623,0.46338,0.45516,0.0027
pooled,i1y,ip,4,0.121498,0.46702,0.46502,0.0007
pooled,i1y,ip,5,0.158663,0.48322,0.47407,0.0000
pooled,i1y,ip,6,0.184118,0.51344,0.50093,0.0007
pooled,i1y,ip,7,0.212637,0.54330,0.53536,0.0013
pooled,i1y,ip,8,0.258865,0.58946,0.58190,0.0060
pooled,i1y,ip,9,0.28163,0.64094,0.62991,0.0167
pooled,i1y,ip,10,0.312757,0.69081,0.67802,0.0347
pooled,i1y,ip,11,0.330153,0.73243,0.71489,0.0700
pooled,i1y,ip,12,0.361135,0.76933,0.75082,0.1040
pooled,i1y,ip,13,0.373202,0.80291,0.78085,0.1333
pooled,i1y,ip,14,0.441738,0.83212,0.82075,0.1607
pooled,i1y,ip,15,0.48286,0.86300,0.85472,0.2080
pooled,i1y,ip,16,0.51574,0.90658,0.88524,0.2767
pooled,i1y,ip,17,0.547479,0.95149,0.94256,0.3753
pooled,i1y,ip,18,0.577187,1.00472,0.98561,0.4740
pooled,i1y,ip,19,0.621283,1.05924,1.04475,0.5840
pooled,i1y,ip,20,0.676042,1.11002,1.08913,0.6787
pooled,i1y,ip,21,0.698133,1.17596,1.15420,0.7947
pooled,i1y,ip,22,0.72207,1.24538,1.22845,0.8820
pooled,i1y,ip,23,0.735388,1.31918,1.30764,0.9347
pooled,i1y,ip,24,0.744116,1.38492,1.36870,0.9660
pooled,i1y,ip,25,0.726486,1.42984,1.41086,0.9827
pooled,i1y,ip,26,0.763955,1.46826,1.44136,0.9880
pooled,i1y,ip,27,0.790518,1.48154,1.47040,0.9880
pooled,i1y,ip,28,0.815651,1.47994,1.46257,0.9900
pooled,i1y,ip,29,0.849619,1.46029,1.43318,0.9973
pooled,i1y,ip,30,0.876271,1.42709,1.40392,0.9900
pooled,i1y,ip,31,0.903515,1.38537,1.37131,0.9827
pooled,i1y,ip,32,0.934172,1.34018,1.32764,0.9673
pooled,i1y,ip,33,0.923613,1.29655,1.28392,0.9540
pooled,i1y,ip,34,0.910232,1.24942,1.23966,0.9153
pooled,i1y,ip,35,0.878864,1.21283,1.20321,0.8907
pooled,i1y,ip,36,0.848756,1.18499,1.17142,0.8520
pooled,i1y,ip,37,0.846818,1.15487,1.13922,0.8080
pooled,i1y,ip,38,0.849937,1.13144,1.11508,0.7480
pooled,i1y,ip,39,0.870001,1.10115,1.08014,0.6813
pooled,i1y,ip,40,0.898198,1.07171,1.05641,0.6347
pooled,i1y,ip,41,0.918798,1.03786,1.01841,0.5520
pooled,i1y,ip,42,0.894206,1.01283,1.00000,0.5000
pooled,i1y,ip,43,0.858671,1.00639,0.99014,0.4740
pooled,i1y,ip,44,0.841216,0.99665,0.97938,0.4553
pooled,i1y,ip,45,0.824906,1.00233,0.99856,0.4967
pooled,i1y,ip,46,0.816408,1.00328,0.98679,0.4733
pooled,i1y,ip,47,0.773039,1.01529,0.99288,0.4840
pooled,i1y,ip,48,0.70196,1.02894,1.00510,0.5067
pooled,i1y,hicp,1,0.0117737,0.23169,0.22093,0.0000
pooled,i1y,hicp,2,0.048597,0.22588,0.21708,0.0000
pooled,i1y,hicp,3,0.0876623,0.22495,0.21890,0.0000
pooled,i1y,hicp,4,0.121498,0.22562,0.22072,0.0000
pooled,i1y,hicp,5,0.158663,0.23527,0.23014,0.0000
pooled,i1y,hicp,6,0.184118,0.24849,0.24635,0.0000
pooled,i1y,hicp,7,0.212637,0.26809,0.26637,0.0000
pooled,i1y,hicp,8,0.258865,0.28609,0.28284,0.0000
pooled,i1y,hicp,9,0.28163,0.30296,0.29649,0.0000
pooled,i1y,hicp,10,0.312757,0.31957,0.31628,0.0000
pooled,i1y,hicp,11,0.330153,0.33580,0.33071,0.0000
pooled,i1y,hicp,12,0.361135,0.35104,0.34482,0.0000
pooled,i1y,hicp,13,0.373202,0.36417,0.35912,0.0000
pooled,i1y,hicp,14,0.441738,0.36639,0.36263,0.0000
pooled,i1y,hicp,15,0.48286,0.35639,0.35122,0.0000
pooled,i1y,hicp,16,0.51574,0.34204,0.33431,0.0000
pooled,i1y,hicp,17,0.547479,0.33077,0.32490,0.0000
pooled,i1y,hicp,18,0.577187,0.31609,0.31006,0.0000
pooled,i1y,hicp,19,0.621283,0.30399,0.29909,0.0000
pooled,i1y,hicp,20,0.676042,0.29072,0.28790,0.0000
pooled,i1y,hicp,21,0.698133,0.28253,0.27835,0.0000
pooled,i1y,hicp,22,0.72207,0.27280,0.26608,0.0000
pooled,i1y,hicp,23,0.735388,0.26761,0.26180,0.0000
pooled,i1y,hicp,24,0.744116,0.26364,0.25666,0.0000
pooled,i1y,hicp,25,0.726486,0.25855,0.25123,0.0000
pooled,i1y,hicp,26,0.763955,0.25526,0.24895,0.0000
pooled,i1y,hicp,27,0.790518,0.25173,0.24581,0.0000
pooled,i1y,hicp,28,0.815651,0.24722,0.24105,0.0000
pooled,i1y,hicp,29,0.849619,0.24416,0.23974,0.0000
pooled,i1y,hicp,30,0.876271,0.24417,0.23881,0.0000
pooled,i1y,hicp,31,0.903515,0.24655,0.24288,0.0000
pooled,i1y,hicp,32,0.934172,0.24793,0.24284,0.0000
pooled,i1y,hicp,33,0.923613,0.24932,0.24615,0.0000
pooled,i1y,hicp,34,0.910232,0.24916,0.24474,0.0000
pooled,i1y,hicp,35,0.878864,0.24709,0.24126,0.0000
pooled,i1y,hicp,36,0.848756,0.24544,0.24035,0.0000
pooled,i1y,hicp,37,0.846818,0.24250,0.23540,0.0000
pooled,i1y,hicp,38,0.849937,0.24125,0.23651,0.0000
pooled,i1y,hicp,39,0.870001,0.23728,0.23177,0.0000
pooled,i1y,hicp,40,0.898198,0.23439,0.22923,0.0000
pooled,i1y,hicp,41,0.918798,0.22930,0.22513,0.0000
pooled,i1y,hicp,42,0.894206,0.22590,0.22002,0.0000
pooled,i1y,hicp,43,0.858671,0.22172,0.21634,0.0000
pooled,i1y,hicp,44,0.841216,0.22084,0.21652,0.0000
pooled,i1y,hicp,45,0.824906,0.21659,0.21064,0.0000
pooled,i1y,hicp,46,0.816408,0.21178,0.20477,0.0000
pooled,i1y,hicp,47,0.773039,0.21094,0.20316,0.0000
pooled,i1y,hicp,48,0.70196,0.21202,0.20447,0.0000
pooled,i1y,stoxx,1,0.0117737,0.66032,0.60956,0.1027
pooled,i1y,stoxx,2,0.048597,0.65823,0.60663,0.0853
pooled,i1y,stoxx,3,0.0876623,0.66155,0.61749,0.0753
pooled,i1y,stoxx,4,0.121498,0.66094,0.63129,0.0560
pooled,i1y,stoxx,5,0.158663,0.66406,0.64930,0.0473
pooled,i1y,stoxx,6,0.184118,0.66015,0.64873,0.0360
pooled,i1y,stoxx,7,0.212637,0.65668,0.64972,0.0180
pooled,i1y,stoxx,8,0.258865,0.65986,0.64949,0.0167
pooled,i1y,stoxx,9,0.28163,0.66105,0.64994,0.0180
pooled,i1y,stoxx,10,0.312757,0.66964,0.65995,0.0147
pooled,i1y,stoxx,11,0.330153,0.68011,0.66686,0.0220
pooled,i1y,stoxx,12,0.361135,0.68242,0.67240,0.0240
pooled,i1y,stoxx,13,0.373202,0.67172,0.65761,0.0240
pooled,i1y,stoxx,14,0.441738,0.66138,0.64434,0.0240
pooled,i1y,stoxx,15,0.48286,0.64644,0.63662,0.0107
pooled,i1y,stoxx,16,0.51574,0.63021,0.61662,0.0067
pooled,i1y,stoxx,17,0.547479,0.61680,0.60466,0.0047
pooled,i1y,stoxx,18,0.577187,0.59804,0.59316,0.0013
pooled,i1y,stoxx,19,0.621283,0.57911,0.57366,0.0027
pooled,i1y,stoxx,20,0.676042,0.55544,0.54949,0.0000
pooled,i1y,stoxx,21,0.698133,0.53976,0.52793,0.0013
pooled,i1y,stoxx,22,0.72207,0.52525,0.51623,0.0000
pooled,i1y,stoxx,23,0.735388,0.52327,0.51428,0.0000
pooled,i1y,stoxx,24,0.744116,0.52539,0.51695,0.0000
pooled,i1y,stoxx,25,0.726486,0.53108,0.51655,0.0020
pooled,i1y,stoxx,26,0.763955,0.54515,0.53052,0.0000
pooled,i1y,stoxx,27,0.790518,0.55634,0.54984,0.0000
pooled,i1y,stoxx,28,0.815651,0.56019,0.55284,0.0007
pooled,i1y,stoxx,29,0.849619,0.55835,0.54746,0.0000
pooled,i1y,stoxx,30,0.876271,0.55318,0.54536,0.0007
pooled,i1y,stoxx,31,0.903515,0.54792,0.54089,0.0007
pooled,i1y,stoxx,32,0.934172,0.55061,0.54188,0.0007
pooled,i1y,stoxx,33,0.923613,0.56136,0.55587,0.0007
pooled,i1y,stoxx,34,0.910232,0.56578,0.55205,0.0000
pooled,i1y,stoxx,35,0.878864,0.57635,0.56594,0.0027
pooled,i1y,stoxx,36,0.848756,0.59106,0.58347,0.0027
pooled,i1y,stoxx,37,0.846818,0.59821,0.59037,0.0047
pooled,i1y,stoxx,38,0.849937,0.59437,0.58885,0.0020
pooled,i1y,stoxx,39,0.870001,0.58028,0.57144,0.0027
pooled,i1y,stoxx,40,0.898198,0.56627,0.55812,0.0000
pooled,i1y,stoxx,41,0.918798,0.55593,0.54502,0.0007
pooled,i1y,stoxx,42,0.894206,0.54862,0.53525,0.0000
pooled,i1y,stoxx,43,0.858671,0.54323,0.53040,0.0020
pooled,i1y,stoxx,44,0.841216,0.53777,0.53192,0.0013
pooled,i1y,stoxx,45,0.824906,0.54185,0.53534,0.0000
pooled,i1y,stoxx,46,0.816408,0.55067,0.53948,0.0013
pooled,i1y,stoxx,47,0.773039,0.56377,0.55102,0.0047
pooled,i1y,stoxx,48,0.70196,0.57144,0.55074,0.0140
pooled,ip,i1y,1,0.0117737,1.03364,0.98061,0.4873
pooled,ip,i1y,2,0.048597,1.09827,1.05611,0.5433
pooled,ip,i1y,3,0.0876623,1.22094,1.16795,0.7100
pooled,ip,i1y,4,0.121498,1.40217,1.36337,0.8727
pooled,ip,i1y,5,0.158663,1.59775,1.56860,0.9680
pooled,ip,i1y,6,0.184118,1.80090,1.75625,0.9927
pooled,ip,i1y,7,0.212637,1.97989,1.93742,0.9987
pooled,ip,i1y,8,0.258865,2.15563,2.09787,0.9993
pooled,ip,i1y,9,0.28163,2.30647,2.26569,1.0000
pooled,ip,i1y,10,0.312757,2.43694,2.37880,1.0000
pooled,ip,i1y,11,0.330153,2.52673,2.48271,1.0000
pooled,ip,i1y,12,0.361135,2.56730,2.51962,1.0000
pooled,ip,i1y,13,0.373202,2.58796,2.51922,1.0000
pooled,ip,i1y,14,0.441738,2.52844,2.47736,1.0000
pooled,ip,i1y,15,0.48286,2.42885,2.39089,1.0000
pooled,ip,i1y,16,0.51574,2.31999,2.26249,1.0000
pooled,ip,i1y,17,0.547479,2.21690,2.16930,1.0000
pooled,ip,i1y,18,0.577187,2.08528,2.06162,1.0000
pooled,ip,i1y,19,0.621283,1.96786,1.94007,1.0000
pooled,ip,i1y,20,0.676042,1.84620,1.80644,0.9993
pooled,ip,i1y,21,0.698133,1.73356,1.69775,0.9953
pooled,ip,i1y,22,0.72207,1.62776,1.60151,0.9973
pooled,ip,i1y,23,0.735388,1.54461,1.51096,0.9920
pooled,ip,i1y,24,0.744116,1.46115,1.43484,0.9753
pooled,ip,i1y,25,0.726486,1.39700,1.36523,0.9500
pooled,ip,i1y,26,0.763955,1.33132,1.29779,0.9093
pooled,ip,i1y,27,0.790518,1.28195,1.25801,0.8733
pooled,ip,i1y,28,0.815651,1.24209,1.21761,0.8340
pooled,ip,i1y,29,0.849619,1.23293,1.20517,0.8193
pooled,ip,i1y,30,0.876271,1.22776,1.20238,0.8033
pooled,ip,i1y,31,0.903515,1.22895,1.19366,0.7980
pooled,ip,i1y,32,0.934172,1.22644,1.19623,0.8113
pooled,ip,i1y,33,0.923613,1.20646,1.18408,0.7807
pooled,ip,i1y,34,0.910232,1.16769,1.15059,0.7440
pooled,ip,i1y,35,0.878864,1.09535,1.07658,0.6433
pooled,ip,i1y,36,0.848756,1.01953,1.00223,0.5020
pooled,ip,i1y,37,0.846818,0.92196,0.91003,0.3233
pooled,ip,i1y,38,0.849937,0.83524,0.81721,0.1747
pooled,ip,i1y,39,0.870001,0.73931,0.73198,0.0673
pooled,ip,i1y,40,0.898198,0.65661,0.64920,0.0147
pooled,ip,i1y,41,0.918798,0.59501,0.57861,0.0040
pooled,ip,i1y,42,0.894206,0.54494,0.53252,0.0033
pooled,ip,i1y,43,0.858671,0.50756,0.49308,0.0020
pooled,ip,i1y,44,0.841216,0.47822,0.46429,0.0000
pooled,ip,i1y,45,0.824906,0.46127,0.44399,0.0000
pooled,ip,i1y,46,0.816408,0.45355,0.43739,0.0007
pooled,ip,i1y,47,0.773039,0.44975,0.43259,0.0013
pooled,ip,i1y,48,0.70196,0.44895,0.43236,0.0013
pooled,ip,ip,1,0.0117737,0.72025,0.68948,0.1460
pooled,ip,ip,2,0.048597,0.71257,0.68838,0.1060
pooled,ip,ip,3,0.0876623,0.74281,0.72131,0.1187
pooled,ip,ip,4,0.121498,0.80370,0.78892,0.1873
pooled,ip,ip,5,0.158663,0.89744,0.87905,0.3140
pooled,ip,ip,6,0.184118,1.01856,0.99476,0.4960
pooled,ip,ip,7,0.212637,1.16630,1.15170,0.7287
pooled,ip,ip,8,0.258865,1.34214,1.33392,0.9067
pooled,ip,ip,9,0.28163,1.52276,1.51136,0.9813
pooled,ip,ip,10,0.312757,1.68989,1.66377,0.9993
pooled,ip,ip,11,0.330153,1.80629,1.78082,0.9993
pooled,ip,ip,12,0.361135,1.87706,1.86404,1.0000
pooled,ip,ip,13,0.373202,1.91814,1.87781,1.0000
pooled,ip,ip,14,0.441738,1.93262,1.90391,1.0000
pooled,ip,ip,15,0.48286,1.92969,1.89234,1.0000
pooled,ip,ip,16,0.51574,1.92817,1.89369,1.0000
pooled,ip,ip,17,0.547479,1.92226,1.89632,1.0000
pooled,ip,ip,18,0.577187,1.90287,1.87139,1.0000
pooled,ip,ip,19,0.621283,1.86984,1.84479,1.0000
pooled,ip,ip,20,0.676042,1.82660,1.80064,1.0000
pooled,ip,ip,21,0.698133,1.78214,1.76016,1.0000
pooled,ip,ip,22,0.72207,1.74330,1.72158,0.9980
pooled,ip,ip,23,0.735388,1.68888,1.67812,0.9973
pooled,ip,ip,24,0.744116,1.62505,1.60668,0.9973
pooled,ip,ip,25,0.726486,1.52972,1.50811,0.9880
pooled,ip,ip,26,0.763955,1.40601,1.38859,0.9647
pooled,ip,ip,27,0.790518,1.29640,1.27370,0.9180
pooled,ip,ip,28,0.815651,1.18546,1.16758,0.8033
pooled,ip,ip,29,0.849619,1.08483,1.06836,0.6407
pooled,ip,ip,30,0.876271,0.99998,0.98315,0.4607
pooled,ip,ip,31,0.903515,0.93046,0.90953,0.3207
pooled,ip,ip,32,0.934172,0.88462,0.86346,0.2233
pooled,ip,ip,33,0.923613,0.84131,0.82321,0.1327
pooled,ip,ip,34,0.910232,0.81186,0.79805,0.0913
pooled,ip,ip,35,0.878864,0.78285,0.76985,0.0580
pooled,ip,ip,36,0.848756,0.76118,0.75411,0.0513
pooled,ip,ip,37,0.846818,0.72776,0.71956,0.0373
pooled,ip,ip,38,0.849937,0.70018,0.68318,0.0340
pooled,ip,ip,39,0.870001,0.66679,0.65253,0.0147
pooled,ip,ip,40,0.898198,0.63459,0.62436,0.0073
pooled,ip,ip,41,0.918798,0.60461,0.59534,0.0027
pooled,ip,ip,42,0.894206,0.58193,0.57315,0.0020
pooled,ip,ip,43,0.858671,0.56906,0.55784,0.0013
pooled,ip,ip,44,0.841216,0.56606,0.55240,0.0013
pooled,ip,ip,45,0.824906,0.57089,0.56138,0.0007
pooled,ip,ip,46,0.816408,0.57459,0.56802,0.0113
pooled,ip,ip,47,0.773039,0.58031,0.56314,0.0147
