instrument,estimator,variable,h,theta_25bp,lo_25bp,hi_25bp
z_gcs_1y_kilianfix,BLP-FMAR,hicp,19,-0.017147,-0.237952,0.203657
z_gcs_1y_kilianfix,BLP-FMAR,hicp,20,-0.034775,-0.346963,0.277413
z_gcs_1y_kilianfix,BLP-FMAR,hicp,21,-0.040065,-0.321955,0.241826
z_gcs_1y_kilianfix,BLP-FMAR,hicp,22,-0.050626,-0.327197,0.225946
z_gcs_1y_kilianfix,BLP-FMAR,hicp,23,-0.004391,-0.290948,0.282165
z_gcs_1y_kilianfix,BLP-FMAR,hicp,24,0.120473,-0.288092,0.529037
z_gcs_1y_kilianfix,BLP-FMAR,hicp,25,0.036431,-0.350592,0.423454
z_gcs_1y_kilianfix,BLP-FMAR,hicp,26,0.008727,-0.396714,0.414168
z_gcs_1y_kilianfix,BLP-FMAR,hicp,27,-0.005395,-0.407544,0.396753
z_gcs_1y_kilianfix,BLP-FMAR,hicp,28,-0.024443,-0.429377,0.380491
z_gcs_1y_kilianfix,BLP-FMAR,hicp,29,-0.011434,-0.422494,0.399627
z_gcs_1y_kilianfix,BLP-FMAR,hicp,30,0.035657,-0.328213,0.399526
z_gcs_1y_kilianfix,BLP-FMAR,hicp,31,0.000554,-0.359733,0.360842
z_gcs_1y_kilianfix,BLP-FMAR,hicp,32,-0.027981,-0.413358,0.357397
z_gcs_1y_kilianfix,BLP-FMAR,hicp,33,-0.051811,-0.354570,0.250948
z_gcs_1y_kilianfix,BLP-FMAR,hicp,34,-0.069088,-0.348428,0.210253
z_gcs_1y_kilianfix,BLP-FMAR,hicp,35,-0.045227,-0.310047,0.219592
z_gcs_1y_kilianfix,BLP-FMAR,hicp,36,0.047419,-0.388077,0.482916
z_gcs_1y_kilianfix,BLP-FMAR,hicp,37,-0.047224,-0.382492,0.288043
z_gcs_1y_kilianfix,BLP-FMAR,hicp,38,-0.097676,-0.374359,0.179007
z_gcs_1y_kilianfix,BLP-FMAR,hicp,39,-0.108180,-0.316383,0.100024
z_gcs_1y_kilianfix,BLP-FMAR,hicp,40,-0.107481,-0.301930,0.086969
z_gcs_1y_kilianfix,BLP-FMAR,hicp,41,-0.092855,-0.334180,0.148470
z_gcs_1y_kilianfix,BLP-FMAR,hicp,42,-0.041228,-0.327804,0.245347
z_gcs_1y_kilianfix,BLP-FMAR,hicp,43,-0.091546,-0.445980,0.262887
z_gcs_1y_kilianfix,BLP-FMAR,hicp,44,-0.129999,-0.533949,0.273951
z_gcs_1y_kilianfix,BLP-FMAR,hicp,45,-0.157807,-0.493999,0.178384
z_gcs_1y_kilianfix,BLP-FMAR,hicp,46,-0.183270,-0.422665,0.056126
z_gcs_1y_kilianfix,BLP-FMAR,hicp,47,-0.142952,-0.328071,0.042168
z_gcs_1y_kilianfix,BLP-FMAR,hicp,48,-0.036369,-0.369494,0.296756
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,0,5.462742,3.380112,8.188938
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,1,6.141121,4.303476,7.978765
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,2,4.271793,1.571373,6.972212
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,3,3.473715,1.020645,5.926785
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,4,2.434645,-0.754904,5.624193
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,5,1.022984,-3.253683,5.299650
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,6,-0.026735,-5.432289,5.378820
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,7,-0.628052,-6.652216,5.396113
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,8,-0.763688,-6.640534,5.113158
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,9,-0.936174,-7.410574,5.538225
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,10,-1.133796,-7.631583,5.363992
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,11,-1.179800,-7.474656,5.115056
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,12,-1.179596,-8.382587,6.023394
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,13,-1.115450,-9.618594,7.387694
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,14,-1.288712,-10.953593,8.376169
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,15,-1.584258,-10.143868,6.975353
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,16,-1.679489,-10.596852,7.237875
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,17,-1.894331,-10.795313,7.006650
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,18,-1.965078,-9.694473,5.764317
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,19,-1.930411,-8.304137,4.443315
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,20,-2.031899,-7.882152,3.818354
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,21,-2.114379,-7.963796,3.735038
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,22,-2.120936,-7.417466,3.175593
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,23,-2.213241,-6.493641,2.067158
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,24,-2.325676,-5.966660,1.315308
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,25,-2.423192,-5.662652,0.816268
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,26,-2.798101,-5.733535,0.137334
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,27,-3.177253,-5.573981,-0.780525
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,28,-3.280994,-6.195156,-0.366831
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,29,-3.503108,-6.249931,-0.756285
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,30,-3.756413,-6.716142,-0.796683
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,31,-3.964006,-7.841020,-0.086992
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,32,-3.997247,-9.194039,1.199545
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,33,-3.771286,-8.481203,0.938631
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,34,-3.952026,-8.812939,0.908886
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,35,-3.989790,-8.927530,0.947950
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,36,-4.241707,-10.594910,2.111497
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,37,-4.253157,-10.747221,2.240906
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,38,-4.405417,-10.435438,1.624604
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,39,-4.689225,-12.010851,2.632401
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,40,-4.296898,-11.353577,2.759782
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,41,-3.948911,-9.429889,1.532067
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,42,-3.807529,-7.687009,0.071951
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,43,-3.384979,-6.518429,-0.251528
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,44,-3.174980,-5.278550,-1.071411
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,45,-3.120470,-5.772899,-0.468042
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,46,-3.175895,-6.612902,0.261112
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,47,-3.129138,-6.847701,0.589426
z_gcs_1y_kilianfix,BLP-FMAR,stoxx,48,-2.892407,-7.179909,1.395096
z_gcs_1y_kilianfix,BLP-block,i1y,0,0.250000,NaN,NaN
z_gcs_1y_kilianfix,BLP-block,i1y,1,0.354354,0.298668,0.410041
z_gcs_1y_kilianfix,BLP-block,i1y,2,0.410047,0.297590,0.522504
z_gcs_1y_kilianfix,BLP-block,i1y,3,0.433219,0.297225,0.569213
z_gcs_1y_kilianfix,BLP-block,i1y,4,0.417706,0.260940,0.574472
z_gcs_1y_kilianfix,BLP-block,i1y,5,0.375857,0.173601,0.578112
z_gcs_1y_kilianfix,BLP-block,i1y,6,0.320449,0.087545,0.553353
z_gcs_1y_kilianfix,BLP-block,i1y,7,0.265585,-0.030638,0.561809
z_gcs_1y_kilianfix,BLP-block,i1y,8,0.223460,-0.183331,0.630252
z_gcs_1y_kilianfix,BLP-block,i1y,9,0.200263,-0.242868,0.643394
z_gcs_1y_kilianfix,BLP-block,i1y,10,0.194394,-0.186068,0.574857
z_gcs_1y_kilianfix,BLP-block,i1y,11,0.197968,-0.145122,0.541059
z_gcs_1y_kilianfix,BLP-block,i1y,12,0.199058,-0.100878,0.498995
z_gcs_1y_kilianfix,BLP-block,i1y,13,0.185154,-0.114969,0.485277
z_gcs_1y_kilianfix,BLP-block,i1y,14,0.179993,-0.146235,0.506221
z_gcs_1y_kilianfix,BLP-block,i1y,15,0.165727,-0.156882,0.488335
z_gcs_1y_kilianfix,BLP-block,i1y,16,0.140512,-0.190421,0.471444
z_gcs_1y_kilianfix,BLP-block,i1y,17,0.126134,-0.240861,0.493129
z_gcs_1y_kilianfix,BLP-block,i1y,18,0.101127,-0.302692,0.504946
z_gcs_1y_kilianfix,BLP-block,i1y,19,0.093904,-0.290233,0.478041
z_gcs_1y_kilianfix,BLP-block,i1y,20,0.091986,-0.310617,0.494589
z_gcs_1y_kilianfix,BLP-block,i1y,21,0.062860,-0.368516,0.494236
z_gcs_1y_kilianfix,BLP-block,i1y,22,0.092546,-0.339836,0.524929
z_gcs_1y_kilianfix,BLP-block,i1y,23,0.093549,-0.340396,0.527494
z_gcs_1y_kilianfix,BLP-block,i1y,24,0.093446,-0.353424,0.540315
z_gcs_1y_kilianfix,BLP-block,i1y,25,0.089104,-0.376101,0.554308
z_gcs_1y_kilianfix,BLP-block,i1y,26,0.097995,-0.405276,0.601265
z_gcs_1y_kilianfix,BLP-block,i1y,27,0.085875,-0.392740,0.564490
z_gcs_1y_kilianfix,BLP-block,i1y,28,0.077820,-0.356526,0.512167
z_gcs_1y_kilianfix,BLP-block,i1y,29,0.064484,-0.300251,0.429218
z_gcs_1y_kilianfix,BLP-block,i1y,30,0.050054,-0.254650,0.354759
z_gcs_1y_kilianfix,BLP-block,i1y,31,0.045273,-0.246345,0.336891
z_gcs_1y_kilianfix,BLP-block,i1y,32,0.031440,-0.231753,0.294633
z_gcs_1y_kilianfix,BLP-block,i1y,33,0.011710,-0.179168,0.202587
z_gcs_1y_kilianfix,BLP-block,i1y,34,-0.001755,-0.160984,0.157475
z_gcs_1y_kilianfix,BLP-block,i1y,35,-0.031655,-0.189861,0.126550
z_gcs_1y_kilianfix,BLP-block,i1y,36,-0.054783,-0.228257,0.118691
z_gcs_1y_kilianfix,BLP-block,i1y,37,-0.076669,-0.283724,0.130387
z_gcs_1y_kilianfix,BLP-block,i1y,38,-0.107840,-0.373650,0.157971
z_gcs_1y_kilianfix,BLP-block,i1y,39,-0.128105,-0.411197,0.154987
z_gcs_1y_kilianfix,BLP-block,i1y,40,-0.137659,-0.449650,0.174332
z_gcs_1y_kilianfix,BLP-block,i1y,41,-0.148317,-0.496312,0.199678
z_gcs_1y_kilianfix,BLP-block,i1y,42,-0.150297,-0.497432,0.196839
z_gcs_1y_kilianfix,BLP-block,i1y,43,-0.148436,-0.471247,0.174376
z_gcs_1y_kilianfix,BLP-block,i1y,44,-0.153201,-0.453997,0.147594
z_gcs_1y_kilianfix,BLP-block,i1y,45,-0.159483,-0.455226,0.136259
z_gcs_1y_kilianfix,BLP-block,i1y,46,-0.154384,-0.436883,0.128116
z_gcs_1y_kilianfix,BLP-block,i1y,47,-0.171090,-0.482369,0.140188
z_gcs_1y_kilianfix,BLP-block,i1y,48,-0.172118,-0.549793,0.205557
z_gcs_1y_kilianfix,BLP-block,ip,0,-1.163102,NaN,NaN
z_gcs_1y_kilianfix,BLP-block,ip,1,-0.188026,-0.606184,0.230132
z_gcs_1y_kilianfix,BLP-block,ip,2,-0.002702,-0.583168,0.577764
z_gcs_1y_kilianfix,BLP-block,ip,3,0.097468,-0.715088,0.910023
z_gcs_1y_kilianfix,BLP-block,ip,4,0.220106,-0.483018,0.923229
z_gcs_1y_kilianfix,BLP-block,ip,5,0.065020,-0.754315,0.884355
z_gcs_1y_kilianfix,BLP-block,ip,6,-0.177852,-1.075996,0.720292
z_gcs_1y_kilianfix,BLP-block,ip,7,-0.402671,-1.662582,0.857239
z_gcs_1y_kilianfix,BLP-block,ip,8,-0.587375,-2.104226,0.929476
z_gcs_1y_kilianfix,BLP-block,ip,9,-0.674755,-2.177518,0.828009
z_gcs_1y_kilianfix,BLP-block,ip,10,-0.628810,-2.124398,0.866778
z_gcs_1y_kilianfix,BLP-block,ip,11,-0.449874,-1.757612,0.857865
z_gcs_1y_kilianfix,BLP-block,ip,12,-0.350892,-1.681321,0.979538
z_gcs_1y_kilianfix,BLP-block,ip,13,-0.330313,-1.596936,0.936311
z_gcs_1y_kilianfix,BLP-block,ip,14,-0.264851,-1.745384,1.215681
z_gcs_1y_kilianfix,BLP-block,ip,15,-0.280650,-2.109569,1.548270
z_gcs_1y_kilianfix,BLP-block,ip,16,-0.347618,-1.971490,1.276254
z_gcs_1y_kilianfix,BLP-block,ip,17,-0.346865,-2.117778,1.424049
z_gcs_1y_kilianfix,BLP-block,ip,18,-0.412728,-2.386330,1.560875
z_gcs_1y_kilianfix,BLP-block,ip,19,-0.465938,-2.328383,1.396506
z_gcs_1y_kilianfix,BLP-block,ip,20,-0.510631,-2.252541,1.231279
z_gcs_1y_kilianfix,BLP-block,ip,21,-0.570428,-2.461546,1.320690
z_gcs_1y_kilianfix,BLP-block,ip,22,-0.532695,-2.369518,1.304129
z_gcs_1y_kilianfix,BLP-block,ip,23,-0.541425,-2.280827,1.197977
z_gcs_1y_kilianfix,BLP-block,ip,24,-0.488034,-2.226318,1.250251
z_gcs_1y_kilianfix,BLP-block,ip,25,-0.531523,-2.459175,1.396129
z_gcs_1y_kilianfix,BLP-block,ip,26,-0.691281,-2.492478,1.109916
z_gcs_1y_kilianfix,BLP-block,ip,27,-0.732830,-2.257477,0.791818
z_gcs_1y_kilianfix,BLP-block,ip,28,-0.797650,-1.929708,0.334407
z_gcs_1y_kilianfix,BLP-block,ip,29,-0.835012,-1.928863,0.258839
z_gcs_1y_kilianfix,BLP-block,ip,30,-0.876906,-1.829277,0.075465
z_gcs_1y_kilianfix,BLP-block,ip,31,-0.954434,-1.833484,-0.075385
z_gcs_1y_kilianfix,BLP-block,ip,32,-1.001136,-1.858659,-0.143614
z_gcs_1y_kilianfix,BLP-block,ip,33,-1.063222,-2.220402,0.093958
z_gcs_1y_kilianfix,BLP-block,ip,34,-1.135178,-2.723006,0.452649
z_gcs_1y_kilianfix,BLP-block,ip,35,-1.109445,-2.785184,0.566294
z_gcs_1y_kilianfix,BLP-block,ip,36,-1.091439,-3.123008,0.940129
z_gcs_1y_kilianfix,BLP-block,ip,37,-1.043972,-3.204263,1.116320
z_gcs_1y_kilianfix,BLP-block,ip,38,-0.995211,-3.056348,1.065926
z_gcs_1y_kilianfix,BLP-block,ip,39,-0.965711,-3.073222,1.141801
z_gcs_1y_kilianfix,BLP-block,ip,40,-0.908585,-3.117929,1.300760
z_gcs_1y_kilianfix,BLP-block,ip,41,-0.829323,-2.991914,1.333269
z_gcs_1y_kilianfix,BLP-block,ip,42,-0.849681,-3.294259,1.594898
z_gcs_1y_kilianfix,BLP-block,ip,43,-0.787154,-2.786077,1.211768
z_gcs_1y_kilianfix,BLP-block,ip,44,-0.775418,-2.502278,0.951442
z_gcs_1y_kilianfix,BLP-block,ip,45,-0.749176,-2.408319,0.909968
z_gcs_1y_kilianfix,BLP-block,ip,46,-0.661355,-1.971486,0.648776
z_gcs_1y_kilianfix,BLP-block,ip,47,-0.655870,-1.875514,0.563774
z_gcs_1y_kilianfix,BLP-block,ip,48,-0.587109,-2.276197,1.101980
z_gcs_1y_kilianfix,BLP-block,hicp,0,0.337567,NaN,NaN
z_gcs_1y_kilianfix,BLP-block,hicp,1,0.278882,0.136881,0.420883
z_gcs_1y_kilianfix,BLP-block,hicp,2,0.258335,0.065744,0.450926
z_gcs_1y_kilianfix,BLP-block,hicp,3,0.160214,-0.023077,0.343505
z_gcs_1y_kilianfix,BLP-block,hicp,4,0.059705,-0.129218,0.248629
z_gcs_1y_kilianfix,BLP-block,hicp,5,-0.023777,-0.239831,0.192277
z_gcs_1y_kilianfix,BLP-block,hicp,6,0.005207,-0.260681,0.271095
z_gcs_1y_kilianfix,BLP-block,hicp,7,-0.029283,-0.337061,0.278496
z_gcs_1y_kilianfix,BLP-block,hicp,8,-0.054129,-0.421369,0.313110
z_gcs_1y_kilianfix,BLP-block,hicp,9,-0.060124,-0.384420,0.264173
z_gcs_1y_kilianfix,BLP-block,hicp,10,-0.069914,-0.348675,0.208846
z_gcs_1y_kilianfix,BLP-block,hicp,11,0.005281,-0.259968,0.270529
z_gcs_1y_kilianfix,BLP-block,hicp,12,0.183105,-0.084177,0.450388
z_gcs_1y_kilianfix,BLP-block,hicp,13,0.114313,-0.168750,0.397377
z_gcs_1y_kilianfix,BLP-block,hicp,14,0.099628,-0.156817,0.356072
z_gcs_1y_kilianfix,BLP-block,hicp,15,0.064555,-0.149407,0.278517
z_gcs_1y_kilianfix,BLP-block,hicp,16,0.021712,-0.170991,0.214415
z_gcs_1y_kilianfix,BLP-block,hicp,17,0.006770,-0.212639,0.226179
z_gcs_1y_kilianfix,BLP-block,hicp,18,0.056201,-0.139447,0.251850
z_gcs_1y_kilianfix,BLP-block,hicp,19,0.038708,-0.174208,0.251623
z_gcs_1y_kilianfix,BLP-block,hicp,20,0.043994,-0.225178,0.313166
z_gcs_1y_kilianfix,BLP-block,hicp,21,0.057787,-0.184439,0.300013
z_gcs_1y_kilianfix,BLP-block,hicp,22,0.044982,-0.189912,0.279876
z_gcs_1y_kilianfix,BLP-block,hicp,23,0.075860,-0.183363,0.335083
z_gcs_1y_kilianfix,BLP-block,hicp,24,0.279038,-0.086426,0.644502
z_gcs_1y_kilianfix,BLP-block,hicp,25,0.192202,-0.144283,0.528687
z_gcs_1y_kilianfix,BLP-block,hicp,26,0.202079,-0.104782,0.508939
z_gcs_1y_kilianfix,BLP-block,hicp,27,0.187835,-0.132920,0.508591
z_gcs_1y_kilianfix,BLP-block,hicp,28,0.157533,-0.173091,0.488157
z_gcs_1y_kilianfix,BLP-block,hicp,29,0.149592,-0.164034,0.463218
z_gcs_1y_kilianfix,BLP-block,hicp,30,0.185801,-0.089610,0.461212
z_gcs_1y_kilianfix,BLP-block,hicp,31,0.150588,-0.125013,0.426190
z_gcs_1y_kilianfix,BLP-block,hicp,32,0.131131,-0.146746,0.409009
z_gcs_1y_kilianfix,BLP-block,hicp,33,0.100796,-0.103430,0.305022
z_gcs_1y_kilianfix,BLP-block,hicp,34,0.079909,-0.106289,0.266107
z_gcs_1y_kilianfix,BLP-block,hicp,35,0.111346,-0.059710,0.282402
z_gcs_1y_kilianfix,BLP-block,hicp,36,0.258275,-0.049714,0.566264
z_gcs_1y_kilianfix,BLP-block,hicp,37,0.114308,-0.134161,0.362778
z_gcs_1y_kilianfix,BLP-block,hicp,38,0.038216,-0.187535,0.263967
z_gcs_1y_kilianfix,BLP-block,hicp,39,-0.007178,-0.220966,0.206610
z_gcs_1y_kilianfix,BLP-block,hicp,40,-0.013280,-0.199916,0.173356
z_gcs_1y_kilianfix,BLP-block,hicp,41,-0.029353,-0.239670,0.180964
z_gcs_1y_kilianfix,BLP-block,hicp,42,0.028199,-0.213853,0.270250
z_gcs_1y_kilianfix,BLP-block,hicp,43,-0.006575,-0.314603,0.301454
z_gcs_1y_kilianfix,BLP-block,hicp,44,-0.040128,-0.377805,0.297550
z_gcs_1y_kilianfix,BLP-block,hicp,45,-0.067023,-0.338817,0.204770
z_gcs_1y_kilianfix,BLP-block,hicp,46,-0.111600,-0.298451,0.075250
z_gcs_1y_kilianfix,BLP-block,hicp,47,-0.080183,-0.230346,0.069981
z_gcs_1y_kilianfix,BLP-block,hicp,48,0.089329,-0.143036,0.321694
z_gcs_1y_kilianfix,BLP-block,stoxx,0,5.462742,NaN,NaN
z_gcs_1y_kilianfix,BLP-block,stoxx,1,6.125871,4.282520,7.969222
z_gcs_1y_kilianfix,BLP-block,stoxx,2,4.280033,1.524763,7.035303
z_gcs_1y_kilianfix,BLP-block,stoxx,3,3.498943,0.945232,6.052654
z_gcs_1y_kilianfix,BLP-block,stoxx,4,2.490282,-0.805764,5.786328
z_gcs_1y_kilianfix,BLP-block,stoxx,5,1.181121,-3.278068,5.640310
z_gcs_1y_kilianfix,BLP-block,stoxx,6,0.175839,-5.487589,5.839268
z_gcs_1y_kilianfix,BLP-block,stoxx,7,-0.463194,-6.737023,5.810635
z_gcs_1y_kilianfix,BLP-block,stoxx,8,-0.550573,-6.623440,5.522294
z_gcs_1y_kilianfix,BLP-block,stoxx,9,-0.674851,-7.338048,5.988346
z_gcs_1y_kilianfix,BLP-block,stoxx,10,-0.602187,-7.185161,5.980786
z_gcs_1y_kilianfix,BLP-block,stoxx,11,-0.277942,-6.565202,6.009317
z_gcs_1y_kilianfix,BLP-block,stoxx,12,-0.028385,-7.164822,7.108051
z_gcs_1y_kilianfix,BLP-block,stoxx,13,0.106654,-8.344345,8.557654
z_gcs_1y_kilianfix,BLP-block,stoxx,14,0.076109,-9.513112,9.665329
z_gcs_1y_kilianfix,BLP-block,stoxx,15,-0.098628,-8.492806,8.295551
z_gcs_1y_kilianfix,BLP-block,stoxx,16,-0.149544,-8.883648,8.584560
z_gcs_1y_kilianfix,BLP-block,stoxx,17,-0.435062,-9.187960,8.317835
z_gcs_1y_kilianfix,BLP-block,stoxx,18,-0.840089,-8.412000,6.731822
z_gcs_1y_kilianfix,BLP-block,stoxx,19,-1.144871,-7.415640,5.125898
z_gcs_1y_kilianfix,BLP-block,stoxx,20,-1.489874,-7.316340,4.336592
z_gcs_1y_kilianfix,BLP-block,stoxx,21,-1.816387,-7.629586,3.996812
z_gcs_1y_kilianfix,BLP-block,stoxx,22,-1.910373,-7.158602,3.337857
z_gcs_1y_kilianfix,BLP-block,stoxx,23,-2.046139,-6.216903,2.124624
z_gcs_1y_kilianfix,BLP-block,stoxx,24,-2.257705,-5.799687,1.284277
z_gcs_1y_kilianfix,BLP-block,stoxx,25,-2.464918,-5.665944,0.736107
z_gcs_1y_kilianfix,BLP-block,stoxx,26,-2.664056,-5.499020,0.170907
z_gcs_1y_kilianfix,BLP-block,stoxx,27,-2.981928,-5.348305,-0.615551
z_gcs_1y_kilianfix,BLP-block,stoxx,28,-3.195252,-6.085016,-0.305487
z_gcs_1y_kilianfix,BLP-block,stoxx,29,-3.603872,-6.355156,-0.852587
z_gcs_1y_kilianfix,BLP-block,stoxx,30,-3.821798,-6.780826,-0.862770
z_gcs_1y_kilianfix,BLP-block,stoxx,31,-4.030599,-7.952718,-0.108481
z_gcs_1y_kilianfix,BLP-block,stoxx,32,-4.122696,-9.269478,1.024085
z_gcs_1y_kilianfix,BLP-block,stoxx,33,-4.021771,-8.704888,0.661346
z_gcs_1y_kilianfix,BLP-block,stoxx,34,-4.215376,-9.167724,0.736971
z_gcs_1y_kilianfix,BLP-block,stoxx,35,-4.241133,-9.281250,0.798985
z_gcs_1y_kilianfix,BLP-block,stoxx,36,-4.497996,-10.963113,1.967121
z_gcs_1y_kilianfix,BLP-block,stoxx,37,-4.414217,-11.035130,2.206696
z_gcs_1y_kilianfix,BLP-block,stoxx,38,-4.343632,-10.628620,1.941356
z_gcs_1y_kilianfix,BLP-block,stoxx,39,-4.236327,-11.920945,3.448290
z_gcs_1y_kilianfix,BLP-block,stoxx,40,-3.910632,-11.333696,3.512431
z_gcs_1y_kilianfix,BLP-block,stoxx,41,-3.221078,-9.280167,2.838012
z_gcs_1y_kilianfix,BLP-block,stoxx,42,-2.947984,-7.452827,1.556858
z_gcs_1y_kilianfix,BLP-block,stoxx,43,-2.288246,-6.247605,1.671113
z_gcs_1y_kilianfix,BLP-block,stoxx,44,-2.370351,-5.238023,0.497321
z_gcs_1y_kilianfix,BLP-block,stoxx,45,-2.327979,-5.653210,0.997252
z_gcs_1y_kilianfix,BLP-block,stoxx,46,-2.312245,-6.438021,1.813530
z_gcs_1y_kilianfix,BLP-block,stoxx,47,-2.258139,-6.624511,2.108232
z_gcs_1y_kilianfix,BLP-block,stoxx,48,-2.293380,-7.246410,2.659650
z_gcs_1y_kilianfix,LP-LA,i1y,0,0.250000,0.250000,0.250000
z_gcs_1y_kilianfix,LP-LA,i1y,1,0.399803,0.358876,0.440729
z_gcs_1y_kilianfix,LP-LA,i1y,2,0.455680,0.365539,0.545821
z_gcs_1y_kilianfix,LP-LA,i1y,3,0.509427,0.377263,0.641591
z_gcs_1y_kilianfix,LP-LA,i1y,4,0.507144,0.339217,0.675071
z_gcs_1y_kilianfix,LP-LA,i1y,5,0.427961,0.224915,0.631007
z_gcs_1y_kilianfix,LP-LA,i1y,6,0.343780,0.125038,0.562521
z_gcs_1y_kilianfix,LP-LA,i1y,7,0.247326,0.013658,0.480994
z_gcs_1y_kilianfix,LP-LA,i1y,8,0.165963,-0.094490,0.426416
z_gcs_1y_kilianfix,LP-LA,i1y,9,0.098549,-0.162984,0.360081
z_gcs_1y_kilianfix,LP-LA,i1y,10,0.130847,-0.098821,0.360516
z_gcs_1y_kilianfix,LP-LA,i1y,11,0.167327,-0.056864,0.391519
z_gcs_1y_kilianfix,LP-LA,i1y,12,0.183349,-0.063341,0.430039
z_gcs_1y_kilianfix,LP-LA,i1y,13,0.190594,-0.073637,0.454824
z_gcs_1y_kilianfix,LP-LA,i1y,14,0.180626,-0.100503,0.461755
z_gcs_1y_kilianfix,LP-LA,i1y,15,0.193993,-0.091835,0.479821
z_gcs_1y_kilianfix,LP-LA,i1y,16,0.192004,-0.096523,0.480531
z_gcs_1y_kilianfix,LP-LA,i1y,17,0.199422,-0.086805,0.485650
z_gcs_1y_kilianfix,LP-LA,i1y,18,0.185046,-0.104287,0.474379
z_gcs_1y_kilianfix,LP-LA,i1y,19,0.138912,-0.135404,0.413227
z_gcs_1y_kilianfix,LP-LA,i1y,20,0.161777,-0.098504,0.422058
z_gcs_1y_kilianfix,LP-LA,i1y,21,0.195904,-0.060548,0.452356
z_gcs_1y_kilianfix,LP-LA,i1y,22,0.168108,-0.089737,0.425954
z_gcs_1y_kilianfix,LP-LA,i1y,23,0.168833,-0.084039,0.421704
z_gcs_1y_kilianfix,LP-LA,i1y,24,0.197680,-0.050307,0.445667
z_gcs_1y_kilianfix,LP-LA,i1y,25,0.229862,-0.017775,0.477498
z_gcs_1y_kilianfix,LP-LA,i1y,26,0.249607,-0.006040,0.505254
z_gcs_1y_kilianfix,LP-LA,i1y,27,0.249734,-0.005979,0.505447
z_gcs_1y_kilianfix,LP-LA,i1y,28,0.249962,0.001446,0.498478
z_gcs_1y_kilianfix,LP-LA,i1y,29,0.225684,-0.016279,0.467647
z_gcs_1y_kilianfix,LP-LA,i1y,30,0.202359,-0.035658,0.440376
z_gcs_1y_kilianfix,LP-LA,i1y,31,0.210565,-0.027839,0.448970
z_gcs_1y_kilianfix,LP-LA,i1y,32,0.166018,-0.065657,0.397692
z_gcs_1y_kilianfix,LP-LA,i1y,33,0.092655,-0.121391,0.306702
z_gcs_1y_kilianfix,LP-LA,i1y,34,0.045618,-0.158202,0.249439
z_gcs_1y_kilianfix,LP-LA,i1y,35,-0.025677,-0.228509,0.177154
z_gcs_1y_kilianfix,LP-LA,i1y,36,-0.087313,-0.293499,0.118873
z_gcs_1y_kilianfix,LP-LA,i1y,37,-0.167832,-0.373056,0.037392
z_gcs_1y_kilianfix,LP-LA,i1y,38,-0.215489,-0.427145,-0.003834
